Név,Dátum,Utolsó ár,Forgalom (db),Forgalom (HUF érték),Forgalom (EUR érték),Kötések száma,Nyitó ár,Minimum ár,Maximum ár,Deviza,Átlag ár,Kapitalizáció
AAA,2012.12.11.,273.0,4069.0,1095230.0,3877.1948456527894,7,250.0,250.0,276.0,HUF,269.16441386089946,1.8497899875E10
AAA,2012.12.12.,,,,,,,,,HUF,,1.8497899875E10
AAA,2012.12.13.,,,,,,,,,HUF,,1.8497899875E10
AAA,2012.12.14.,,,,,,,,,HUF,,1.8497899875E10
AAA,2012.12.17.,,,,,,,,,HUF,,1.8497899875E10
AAA,2012.12.18.,,,,,,,,,HUF,,1.8497899875E10
AAA,2012.12.19.,,,,,,,,,HUF,,1.8497899875E10
AAA,2012.12.20.,,,,,,,,,HUF,,1.8497899875E10
AAA,2012.12.21.,,,,,,,,,HUF,,1.8497899875E10
AAA,2012.12.27.,,,,,,,,,HUF,,1.8497899875E10
AAA,2012.12.28.,,,,,,,,,HUF,,1.8497899875E10
AAA,2013.01.02.,273.0,65.0,17745.0,60.57140906608411,1,273.0,273.0,273.0,HUF,273.0,1.8497899875E10
AAA,2013.01.03.,,,,,,,,,HUF,,1.8497899875E10
AAA,2013.01.04.,,,,,,,,,HUF,,1.8497899875E10
AAA,2013.01.07.,279.0,334.0,91590.0,314.68819790414017,2,260.0,260.0,279.0,HUF,274.2215568862275,1.8904447125E10
AAA,2013.01.08.,,,,,,,,,HUF,,1.8904447125E10
AAA,2013.01.09.,,,,,,,,,HUF,,1.8904447125E10
AAA,2013.01.10.,,,,,,,,,HUF,,1.8904447125E10
AAA,2013.01.11.,,,,,,,,,HUF,,1.8904447125E10
AAA,2013.01.14.,275.0,16000.0,4400000.0,14793.396765625524,2,275.0,275.0,275.0,HUF,275.0,1.8633415625E10
AAA,2013.01.15.,275.0,200.0,54800.0,186.5531914893617,2,273.0,273.0,275.0,HUF,274.0,1.8633415625E10
AAA,2013.01.16.,273.0,712.0,194400.0,658.4919720886119,3,275.0,273.0,275.0,HUF,273.03370786516854,1.8497899875E10
AAA,2013.01.17.,,,,,,,,,HUF,,1.8497899875E10
AAA,2013.01.18.,,,,,,,,,HUF,,1.8497899875E10
AAA,2013.01.21.,260.0,500.0,130000.0,444.2014624478917,1,260.0,260.0,260.0,HUF,260.0,1.76170475E10
AAA,2013.01.22.,,,,,,,,,HUF,,1.76170475E10
AAA,2013.01.23.,,,,,,,,,HUF,,1.76170475E10
